"dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt"
"2012-04-20","spring",1,"April","No","Friday","Yes","Good",16.753349,18.04115,0.694583,10.041357,1340,5950,7290
"2012-04-21","spring",1,"April","No","Saturday","No","Good",18.79,19.832786,0.682917,19.000329,2541,4083,6624
"2012-04-22","spring",1,"April","No","Sunday","No","Bad",10.643349,9.707264,0.835417,23.084582,120,907,1027
"2012-04-23","spring",1,"April","No","Monday","Yes","Moderate",7.118349,3.87425,0.766667,20.334232,195,3019,3214
"2012-04-24","spring",1,"April","No","Tuesday","Yes","Good",11.426651,10.748678,0.454167,16.708661,518,5115,5633
"2012-04-25","spring",1,"April","No","Wednesday","Yes","Good",14.403349,15.040922,0.427917,7.959064,655,5541,6196
"2012-04-26","spring",1,"April","No","Thursday","Yes","Moderate",15.421651,15.916478,0.756667,11.833875,475,4551,5026
"2012-04-27","spring",1,"April","No","Friday","Yes","Good",13.5025,13.874042,0.400833,23.291411,1014,5219,6233
"2012-04-28","spring",1,"April","No","Saturday","No","Moderate",9.703349,8.915264,0.489583,8.708325,1120,3100,4220
"2012-04-29","spring",1,"April","No","Sunday","No","Good",13.541651,13.707986,0.587083,7.832836,2229,4075,6304
"2012-04-30","spring",1,"April","No","Monday","Yes","Moderate",13.815849,14.207936,0.57,11.499746,665,4907,5572
"2012-05-01","spring",1,"May","No","Tuesday","Yes","Moderate",20.826651,22.083386,0.659583,10.458432,653,5087,5740
"2012-05-02","spring",1,"May","No","Wednesday","Yes","Good",18.515849,19.501136,0.797083,9.249886,667,5502,6169
"2012-05-03","spring",1,"May","No","Thursday","Yes","Moderate",18.32,19.457972,0.768333,8.957632,764,5657,6421
"2012-05-04","spring",1,"May","No","Friday","Yes","Good",21.4925,23.000522,0.735417,10.916846,1069,5227,6296
"2012-05-05","spring",1,"May","No","Saturday","No","Moderate",21.218349,22.584128,0.756667,10.250464,2496,4387,6883
"2012-05-06","spring",1,"May","No","Sunday","No","Moderate",18.4375,20.084642,0.74,10.041893,2135,4224,6359
"2012-05-07","spring",1,"May","No","Monday","Yes","Moderate",17.2625,18.791372,0.664167,15.458307,1008,5265,6273
"2012-05-08","spring",1,"May","No","Tuesday","Yes","Moderate",19.338349,20.793086,0.685833,19.833943,738,4990,5728
"2012-05-09","spring",1,"May","No","Wednesday","Yes","Moderate",19.025,20.49965,0.744167,14.499604,620,4097,4717
"2012-05-10","spring",1,"May","No","Thursday","Yes","Good",15.774151,16.457678,0.552083,21.042221,1026,5546,6572
"2012-05-11","spring",1,"May","No","Friday","Yes","Good",17.066651,18.374978,0.360417,15.874779,1319,5711,7030
"2012-05-12","spring",1,"May","No","Saturday","No","Good",18.515849,19.957922,0.480417,8.249911,2622,4807,7429
"2012-05-13","spring",1,"May","No","Sunday","No","Good",20.7875,22.625708,0.57625,15.082839,2172,3946,6118
"2012-05-14","spring",1,"May","No","Monday","Yes","Moderate",18.946651,20.2934,0.789583,14.250364,342,2501,2843
"2012-05-15","spring",1,"May","No","Tuesday","Yes","Moderate",20.748349,22.042664,0.794583,9.875264,625,4490,5115
"2012-05-16","spring",1,"May","No","Wednesday","Yes","Good",21.923349,23.33435,0.697917,8.208304,991,6433,7424
"2012-05-17","spring",1,"May","No","Thursday","Yes","Good",19.886651,21.792458,0.52,15.374825,1242,6142,7384
"2012-05-18","spring",1,"May","No","Friday","Yes","Good",18.515849,20.373986,0.523333,9.166739,1521,6118,7639
"2012-05-19","spring",1,"May","No","Saturday","No","Good",20.2,21.415928,0.45625,5.626325,3410,4884,8294
"2012-05-20","spring",1,"May","No","Sunday","No","Good",21.179151,22.541822,0.530417,17.042589,2704,4425,7129
"2012-05-21","spring",1,"May","No","Monday","Yes","Moderate",20.121651,21.334022,0.81125,15.624668,630,3729,4359
"2012-05-22","spring",1,"May","No","Tuesday","Yes","Moderate",20.905,22.33445,0.765833,7.917189,819,5254,6073
"2012-05-23","spring",1,"May","No","Wednesday","Yes","Moderate",21.218349,22.584392,0.774583,6.834,766,4494,5260
"2012-05-24","spring",1,"May","No","Thursday","Yes","Good",22.785,24.0422,0.716667,11.584032,1059,5711,6770
"2012-05-25","spring",1,"May","No","Friday","Yes","Good",23.96,25.416914,0.747083,9.41685,1417,5317,6734
"2012-05-26","spring",1,"May","No","Saturday","No","Good",24.5475,26.417936,0.7325,13.332464,2855,3681,6536
"2012-05-27","spring",1,"May","No","Sunday","No","Good",24.43,26.33405,0.697083,14.416457,3283,3308,6591
"2012-05-28","spring",1,"May","Yes","Monday","No","Good",25.4875,28.8338,0.67625,13.166907,2557,3486,6043
"2012-05-29","spring",1,"May","No","Tuesday","Yes","Good",25.9575,28.417472,0.684583,19.7918,880,4863,5743
"2012-05-30","spring",1,"May","No","Wednesday","Yes","Moderate",22.863349,24.334514,0.67,9.000043,745,6110,6855
"2012-05-31","spring",1,"May","No","Thursday","Yes","Good",23.96,25.667714,0.492917,13.083693,1100,6238,7338
"2012-06-01","spring",1,"June","No","Friday","Yes","Moderate",22.745849,24.125492,0.755417,15.916721,533,3594,4127
"2012-06-02","spring",1,"June","No","Saturday","No","Good",19.416651,21.375008,0.549167,12.499654,2795,5325,8120
"2012-06-03","spring",1,"June","No","Sunday","No","Good",20.3175,21.958778,0.493333,12.333829,2494,5147,7641
"2012-06-04","spring",1,"June","No","Monday","Yes","Good",20.0825,22.166678,0.487083,19.083811,1071,5927,6998
"2012-06-05","spring",1,"June","No","Tuesday","Yes","Moderate",17.419151,18.708872,0.613333,14.041525,968,6033,7001
"2012-06-06","spring",1,"June","No","Wednesday","Yes","Good",18.045849,19.791272,0.61125,5.167375,1027,6028,7055
"2012-06-07","spring",1,"June","No","Thursday","Yes","Good",20.3175,21.583172,0.567083,10.54245,1038,6456,7494
"2012-06-08","spring",1,"June","No","Friday","Yes","Good",22.510849,23.458892,0.467917,11.750661,1488,6248,7736
"2012-06-09","spring",1,"June","No","Saturday","No","Good",25.409151,26.792222,0.437083,9.667229,2708,4790,7498
"2012-06-10","spring",1,"June","No","Sunday","No","Good",26.153349,27.792122,0.538333,8.959307,2224,4374,6598
"2012-06-11","spring",1,"June","No","Monday","Yes","Moderate",25.879151,27.541586,0.587917,13.916771,1017,5647,6664
"2012-06-12","spring",1,"June","No","Tuesday","Yes","Moderate",22.706651,23.45975,0.833333,14.374582,477,4495,4972
"2012-06-13","spring",1,"June","No","Wednesday","Yes","Good",22.824151,24.333722,0.582083,22.999693,1173,6248,7421
"2012-06-14","spring",1,"June","No","Thursday","Yes","Good",22.471651,25.209278,0.569583,17.000111,1180,6183,7363
"2012-06-15","spring",1,"June","No","Friday","Yes","Good",22.040849,23.583764,0.589583,11.833339,1563,6102,7665
"2012-06-16","spring",1,"June","No","Saturday","No","Good",21.688349,23.250728,0.504167,11.166689,2963,4739,7702
"2012-06-17","spring",1,"June","No","Sunday","No","Good",19.8475,21.75035,0.59875,9.708568,2634,4344,6978
"2012-06-18","spring",1,"June","No","Monday","Yes","Moderate",18.711651,19.959572,0.777917,11.707982,653,4446,5099
"2012-06-19","spring",1,"June","No","Tuesday","Yes","Good",24.351651,27.209672,0.69,9.917139,968,5857,6825
"2012-06-20","spring",1,"June","No","Wednesday","Yes","Good",28.7775,31.58435,0.592083,7.625404,872,5339,6211
"2012-06-21","summer",1,"June","No","Thursday","Yes","Good",29.874151,33.667772,0.567917,7.958729,778,5127,5905
"2012-06-22","summer",1,"June","No","Friday","Yes","Good",28.5425,31.791986,0.57375,12.250414,964,4859,5823
"2012-06-23","summer",1,"June","No","Saturday","No","Good",26.388349,27.084272,0.534583,12.041307,2657,4801,7458
"2012-06-24","summer",1,"June","No","Sunday","No","Good",26.936651,28.500764,0.479167,9.750175,2551,4340,6891
"2012-06-25","summer",1,"June","No","Monday","Yes","Good",25.644151,27.166772,0.504167,20.125661,1139,5640,6779
"2012-06-26","summer",1,"June","No","Tuesday","Yes","Good",21.649151,23.250464,0.373333,23.292014,1077,6365,7442
"2012-06-27","summer",1,"June","No","Wednesday","Yes","Good",24.7825,26.292272,0.36,18.208925,1077,6258,7335
"2012-06-28","summer",1,"June","No","Thursday","Yes","Good",27.210849,28.583792,0.4225,11.50055,921,5958,6879
"2012-06-29","summer",1,"June","No","Friday","Yes","Good",31.205849,35.916458,0.48875,11.082939,829,4634,5463
"2012-06-30","summer",1,"June","No","Saturday","No","Good",27.955,29.375528,0.60125,10.791757,1455,4232,5687
"2012-07-01","summer",1,"July","No","Sunday","No","Good",30.344151,33.541514,0.51875,11.291443,1421,4110,5531
"2012-07-02","summer",1,"July","No","Monday","Yes","Good",28.738349,30.334508,0.447083,13.082889,904,5323,6227
"2012-07-03","summer",1,"July","No","Tuesday","Yes","Good",28.699151,30.3749,0.492083,8.457879,1052,5608,6660
"2012-07-04","summer",1,"July","Yes","Wednesday","No","Good",29.090849,32.334242,0.53875,9.04165,2562,4841,7403
"2012-07-05","summer",1,"July","No","Thursday","Yes","Good",30.8925,34.250222,0.457917,12.999943,1405,4836,6241
"2012-07-06","summer",1,"July","No","Friday","Yes","Good",30.931651,33.667178,0.450833,9.791514,1366,4841,6207
"2012-07-07","summer",1,"July","No","Saturday","No","Good",32.498349,37.124258,0.492083,10.958118,1448,3392,4840
"2012-07-08","summer",1,"July","No","Sunday","No","Good",30.6575,36.166136,0.57375,8.417143,1203,3469,4672
"2012-07-09","summer",1,"July","No","Monday","Yes","Moderate",25.409151,27.167564,0.683333,12.125325,998,5571,6569
"2012-07-10","summer",1,"July","No","Tuesday","Yes","Moderate",25.879151,27.876536,0.6675,10.166379,954,5336,6290
"2012-07-11","summer",1,"July","No","Wednesday","Yes","Good",25.683349,26.917886,0.633333,10.166111,975,6289,7264
"2012-07-12","summer",1,"July","No","Thursday","Yes","Good",25.644151,27.209078,0.529583,9.833925,1032,6414,7446
"2012-07-13","summer",1,"July","No","Friday","Yes","Moderate",26.388349,28.083578,0.485833,5.41695,1511,5988,7499
"2012-07-14","summer",1,"July","No","Saturday","No","Moderate",25.056651,27.958772,0.699167,9.626493,2355,4614,6969
"2012-07-15","summer",1,"July","No","Sunday","No","Good",27.054151,30.542936,0.717917,11.166689,1920,4111,6031
"2012-07-16","summer",1,"July","No","Monday","Yes","Good",27.876651,31.79225,0.645,11.000529,1088,5742,6830
"2012-07-17","summer",1,"July","No","Tuesday","Yes","Good",30.461651,33.875078,0.505833,7.666743,921,5865,6786
"2012-07-18","summer",1,"July","No","Wednesday","Yes","Good",29.286651,33.208478,0.577083,9.208614,799,4914,5713
"2012-07-19","summer",1,"July","No","Thursday","Yes","Good",28.19,31.166372,0.600417,11.083743,888,5703,6591
"2012-07-20","summer",1,"July","No","Friday","Yes","Moderate",23.294151,24.45965,0.844167,14.000789,747,5123,5870
"2012-07-21","summer",1,"July","No","Saturday","No","Bad",20.004151,20.294192,0.865417,14.2911,1264,3195,4459
"2012-07-22","summer",1,"July","No","Sunday","No","Moderate",23.3725,25.12625,0.7625,6.2926936,2544,4866,7410
"2012-07-23","summer",1,"July","No","Monday","Yes","Good",26.858349,29.541122,0.694167,9.291761,1135,5831,6966
"2012-07-24","summer",1,"July","No","Tuesday","Yes","Good",27.289151,30.6257,0.655,14.167418,1140,6452,7592
"2012-07-25","summer",1,"July","No","Wednesday","Yes","Good",26.035849,27.167564,0.45,11.0416,1383,6790,8173
"2012-07-26","summer",1,"July","No","Thursday","Yes","Good",28.503349,32.791358,0.596667,19.082471,1036,5825,6861
"2012-07-27","summer",1,"July","No","Friday","Yes","Good",28.738349,32.458322,0.594583,10.250464,1259,5645,6904
"2012-07-28","summer",1,"July","No","Saturday","No","Good",27.524151,30.041864,0.613333,10.54245,2234,4451,6685
"2012-07-29","summer",1,"July","No","Sunday","No","Good",25.918349,28.083578,0.62375,11.416532,2153,4444,6597
"2012-07-30","summer",1,"July","No","Monday","Yes","Good",26.349151,29.209142,0.66875,10.292339,1040,6065,7105
"2012-07-31","summer",1,"July","No","Tuesday","Yes","Good",25.526651,27.751136,0.704167,11.083475,968,6248,7216
"2012-08-01","summer",1,"August","No","Wednesday","Yes","Good",25.7225,28.042328,0.6775,9.458993,1074,6506,7580
"2012-08-02","summer",1,"August","No","Thursday","Yes","Good",27.3675,30.667808,0.659583,8.666718,983,6278,7261
"2012-08-03","summer",1,"August","No","Friday","Yes","Moderate",27.994151,31.709222,0.6425,14.458064,1328,5847,7175
"2012-08-04","summer",1,"August","No","Saturday","No","Good",29.286651,33.583622,0.613333,17.249686,2345,4479,6824
"2012-08-05","summer",1,"August","No","Sunday","No","Good",28.150849,32.251214,0.6525,19.458207,1707,3757,5464
"2012-08-06","summer",1,"August","No","Monday","Yes","Moderate",27.3675,30.876236,0.654167,8.666718,1233,5780,7013
"2012-08-07","summer",1,"August","No","Tuesday","Yes","Moderate",26.584151,30.042986,0.70375,7.832836,1278,5995,7273
"2012-08-08","summer",1,"August","No","Wednesday","Yes","Moderate",27.25,30.709322,0.672917,7.4169,1263,6271,7534
"2012-08-09","summer",1,"August","No","Thursday","Yes","Good",27.524151,30.167528,0.620417,10.4587,1196,6090,7286
"2012-08-10","summer",1,"August","No","Friday","Yes","Moderate",25.644151,28.084172,0.715833,16.000471,1065,4721,5786
"2012-08-11","summer",1,"August","No","Saturday","No","Moderate",24.5475,26.125622,0.732917,13.834093,2247,4052,6299
"2012-08-12","summer",1,"August","No","Sunday","No","Good",24.939151,26.542214,0.530417,8.208304,2182,4362,6544
"2012-08-13","summer",1,"August","No","Monday","Yes","Good",25.879151,27.708764,0.545417,9.126204,1207,5676,6883
"2012-08-14","summer",1,"August","No","Tuesday","Yes","Good",26.153349,28.667414,0.686667,11.333586,1128,5656,6784
"2012-08-15","summer",1,"August","No","Wednesday","Yes","Good",25.213349,27.166442,0.619583,11.374657,1198,6149,7347
"2012-08-16","summer",1,"August","No","Thursday","Yes","Good",25.800849,27.209408,0.519167,9.500332,1338,6267,7605
"2012-08-17","summer",1,"August","No","Friday","Yes","Good",25.996651,-0.00159999999999982,0.570833,15.500718,1483,5665,7148
"2012-08-18","summer",1,"August","No","Saturday","No","Good",23.881651,24.792686,0.603333,11.917089,2827,5038,7865
"2012-08-19","summer",1,"August","No","Sunday","No","Moderate",21.884151,23.834564,0.711667,5.79215,1208,3341,4549
"2012-08-20","summer",1,"August","No","Monday","Yes","Moderate",21.884151,23.333822,0.734167,8.708593,1026,5504,6530
"2012-08-21","summer",1,"August","No","Tuesday","Yes","Good",22.510849,23.66765,0.67375,4.8756436,1081,5925,7006
"2012-08-22","summer",1,"August","No","Wednesday","Yes","Good",23.3725,25.042364,0.677083,4.7089811,1094,6281,7375
"2012-08-23","summer",1,"August","No","Thursday","Yes","Good",24.704151,26.042528,0.635833,5.6679186,1363,6402,7765
"2012-08-24","summer",1,"August","No","Friday","Yes","Moderate",25.0175,26.7086,0.615,4.8337686,1325,6257,7582
"2012-08-25","summer",1,"August","No","Saturday","No","Moderate",23.098349,24.833936,0.712917,16.375336,1829,4224,6053
"2012-08-26","summer",1,"August","No","Sunday","No","Moderate",22.706651,23.335736,0.845833,15.333486,1483,3772,5255
"2012-08-27","summer",1,"August","No","Monday","Yes","Good",25.056651,27.209408,0.730417,8.625111,989,5928,6917
"2012-08-28","summer",1,"August","No","Tuesday","Yes","Good",26.231651,27.9593,0.62,12.791975,935,6105,7040
"2012-08-29","summer",1,"August","No","Wednesday","Yes","Good",24.195,25.958378,0.552083,7.541654,1177,6520,7697
"2012-08-30","summer",1,"August","No","Thursday","Yes","Good",25.213349,27.083414,0.590417,5.1668189,1172,6541,7713
"2012-08-31","summer",1,"August","No","Friday","Yes","Good",27.915849,29.5004,0.5875,11.291711,1433,5917,7350
"2012-09-01","summer",1,"September","No","Saturday","No","Moderate",27.406651,30.375164,0.638333,7.583529,2352,3788,6140
"2012-09-02","summer",1,"September","No","Sunday","No","Moderate",24.743349,26.834,0.815,4.2927436,2613,3197,5810
"2012-09-03","summer",1,"September","Yes","Monday","No","Good",25.2525,27.667514,0.790833,10.125107,1965,4069,6034
"2012-09-04","summer",1,"September","No","Tuesday","Yes","Good",26.114151,29.334608,0.755,15.833507,867,5997,6864
"2012-09-05","summer",1,"September","No","Wednesday","Yes","Good",26.623349,30.792878,0.74125,12.583136,832,6280,7112
"2012-09-06","summer",1,"September","No","Thursday","Yes","Moderate",24.743349,27.251714,0.810417,9.542207,611,5592,6203
"2012-09-07","summer",1,"September","No","Friday","Yes","Good",25.056651,27.375464,0.73625,11.500282,1045,6459,7504
"2012-09-08","summer",1,"September","No","Saturday","No","Moderate",22.980849,24.333986,0.799167,18.833968,1557,4419,5976
"2012-09-09","summer",1,"September","No","Sunday","No","Good",20.67,22.20905,0.5475,15.041232,2570,5657,8227
"2012-09-10","summer",1,"September","No","Monday","Yes","Good",19.416651,21.333164,0.50375,17.333771,1118,6407,7525
"2012-09-11","summer",1,"September","No","Tuesday","Yes","Good",19.1425,20.583272,0.52,6.1676314,1070,6697,7767
"2012-09-12","summer",1,"September","No","Wednesday","Yes","Good",20.160849,21.62495,0.577083,8.833682,1050,6820,7870
"2012-09-13","summer",1,"September","No","Thursday","Yes","Good",20.7875,22.250828,0.637083,5.5422936,1054,6750,7804
"2012-09-14","summer",1,"September","No","Friday","Yes","Good",21.766651,23.209478,0.6725,6.958821,1379,6630,8009
"2012-09-15","summer",1,"September","No","Saturday","No","Good",20.591651,22.667222,0.501667,16.583907,3160,5554,8714
"2012-09-16","summer",1,"September","No","Sunday","No","Good",19.26,21.16625,0.57,6.0422811,2166,5167,7333
"2012-09-17","summer",1,"September","No","Monday","Yes","Moderate",19.299151,20.5013,0.734583,10.166714,1022,5847,6869
"2012-09-18","summer",1,"September","No","Tuesday","Yes","Moderate",21.296651,21.294422,0.8725,23.958329,371,3702,4073
"2012-09-19","summer",1,"September","No","Wednesday","Yes","Good",17.9675,19.666664,0.536667,14.416725,788,6803,7591
"2012-09-20","summer",1,"September","No","Thursday","Yes","Good",17.693349,19.124672,0.618333,7.917189,939,6781,7720
"2012-09-21","summer",1,"September","No","Friday","Yes","Good",20.160849,21.750086,0.66875,10.333343,1250,6917,8167
"2012-09-22","summer",1,"September","No","Saturday","No","Good",22.55,24.292208,0.646667,19.000061,2512,5883,8395
"2012-09-23","fall",1,"September","No","Sunday","No","Good",16.870849,18.249578,0.467083,14.958286,2454,5453,7907
"2012-09-24","fall",1,"September","No","Monday","Yes","Good",16.165849,17.165858,0.492917,9.541068,1001,6435,7436
"2012-09-25","fall",1,"September","No","Tuesday","Yes","Good",17.85,19.915814,0.57,15.833507,845,6693,7538
"2012-09-26","fall",1,"September","No","Wednesday","Yes","Good",21.845,23.376458,0.630833,16.3748,787,6946,7733
"2012-09-27","fall",1,"September","No","Thursday","Yes","Moderate",22.55,24.12635,0.690833,9.000914,751,6642,7393
"2012-09-28","fall",1,"September","No","Friday","Yes","Moderate",21.100849,22.666958,0.69,10.999993,1045,6370,7415
"2012-09-29","fall",1,"September","No","Saturday","No","Good",17.4975,18.999536,0.542917,15.249468,2589,5966,8555
"2012-09-30","fall",1,"September","No","Sunday","No","Good",16.753349,18.165758,0.583333,9.042186,2015,4874,6889
"2012-10-01","fall",1,"October","No","Monday","Yes","Moderate",16.479151,17.792,0.649167,6.0838814,763,6015,6778
"2012-10-02","fall",1,"October","No","Tuesday","Yes","Bad",19.769151,19.793978,0.871667,6.999825,315,4324,4639
"2012-10-03","fall",1,"October","No","Wednesday","Yes","Moderate",22.9025,23.542778,0.79375,4.4585686,728,6844,7572
"2012-10-04","fall",1,"October","No","Thursday","Yes","Moderate",22.9025,24.12635,0.722917,7.875582,891,6437,7328
"2012-10-05","fall",1,"October","No","Friday","Yes","Good",20.905,22.292342,0.6275,7.12545,1516,6640,8156
"2012-10-06","fall",1,"October","No","Saturday","No","Good",18.045849,19.542386,0.664167,17.957675,3031,4934,7965
"2012-10-07","fall",1,"October","No","Sunday","No","Moderate",11.544151,11.707658,0.708333,9.457854,781,2729,3510
"2012-10-08","fall",1,"October","Yes","Monday","No","Moderate",10.016651,9.582128,0.709583,12.708493,874,4604,5478
"2012-10-09","fall",1,"October","No","Tuesday","Yes","Moderate",12.993349,12.915392,0.761667,12.7501,601,5791,6392
"2012-10-10","fall",1,"October","No","Wednesday","Yes","Good",16.165849,17.207372,0.630833,12.584007,780,6911,7691
"2012-10-11","fall",1,"October","No","Thursday","Yes","Good",12.445,12.457022,0.463333,12.166932,834,6736,7570
"2012-10-12","fall",1,"October","No","Friday","Yes","Good",12.5625,12.582686,0.539167,15.751164,1060,6222,7282
"2012-10-13","fall",1,"October","No","Saturday","No","Good",10.486651,9.832136,0.494583,9.791514,2252,4857,7109
"2012-10-14","fall",1,"October","No","Sunday","No","Good",16.518349,17.541464,0.640417,18.667004,2080,4559,6639
"2012-10-15","fall",1,"October","No","Monday","Yes","Moderate",18.398349,19.5839,0.7075,19.834479,760,5115,5875
"2012-10-16","fall",1,"October","No","Tuesday","Yes","Good",14.011651,14.415836,0.558333,12.208807,922,6612,7534
"2012-10-17","fall",1,"October","No","Wednesday","Yes","Good",13.424151,13.707128,0.692917,6.791857,979,6482,7461
"2012-10-18","fall",1,"October","No","Thursday","Yes","Moderate",16.5575,17.83325,0.728333,15.874779,1008,6501,7509
"2012-10-19","fall",1,"October","No","Friday","Yes","Moderate",18.476651,19.501136,0.815,9.041918,753,4671,5424
"2012-10-20","fall",1,"October","No","Saturday","No","Good",14.755849,15.207572,0.572917,7.874979,2806,5284,8090
"2012-10-21","fall",1,"October","No","Sunday","No","Good",13.815849,14.124314,0.51,11.125618,2132,4692,6824
"2012-10-22","fall",1,"October","No","Monday","Yes","Good",14.9125,15.874172,0.568333,5.4593811,830,6228,7058
"2012-10-23","fall",1,"October","No","Tuesday","Yes","Good",17.575849,19.000064,0.641667,6.3345686,841,6625,7466
"2012-10-24","fall",1,"October","No","Wednesday","Yes","Good",19.6125,20.875586,0.63625,4.8762064,795,6898,7693
"2012-10-25","fall",1,"October","No","Thursday","Yes","Moderate",17.85,18.959408,0.800417,8.333125,875,6484,7359
"2012-10-26","fall",1,"October","No","Friday","Yes","Moderate",17.654151,18.5015,0.807083,8.875289,1182,6262,7444
"2012-10-27","fall",1,"October","No","Saturday","No","Moderate",16.91,17.998778,0.72,15.791364,2643,5209,7852
"2012-10-28","fall",1,"October","No","Sunday","No","Moderate",14.4425,14.872886,0.694583,26.666536,998,3461,4459
"2012-10-29","fall",1,"October","No","Monday","Yes","Bad",12.68,13.0004,0.88,23.9994,2,20,22
"2012-10-30","fall",1,"October","No","Tuesday","Yes","Moderate",6.954554,4.453994,0.825455,14.271603,87,1009,1096
"2012-10-31","fall",1,"October","No","Wednesday","Yes","Moderate",8.8025,7.8326,0.666667,11.166689,419,5147,5566
"2012-11-01","fall",1,"November","No","Thursday","Yes","Moderate",9.194151,8.416172,0.581667,10.542182,466,5520,5986
"2012-11-02","fall",1,"November","No","Friday","Yes","Good",8.685,7.498772,0.522083,17.833725,618,5229,5847
"2012-11-03","fall",1,"November","No","Saturday","No","Moderate",8.136651,5.373836,0.49125,18.125443,1029,4109,5138
"2012-11-04","fall",1,"November","No","Sunday","No","Good",7.314151,5.749508,0.532917,12.000236,1201,3906,5107
"2012-11-05","fall",1,"November","No","Monday","Yes","Good",7.000849,4.33295,0.494167,15.833775,378,4881,5259
"2012-11-06","fall",1,"November","No","Tuesday","Yes","Good",5.199151,2.583422,0.567083,11.625371,466,5220,5686
"2012-11-07","fall",1,"November","No","Wednesday","Yes","Moderate",5.904151,2.124986,0.5475,20.375236,326,4709,5035
"2012-11-08","fall",1,"November","No","Thursday","Yes","Good",8.552178,6.564806,0.333478,23.304945,340,4975,5315
"2012-11-09","fall",1,"November","No","Friday","Yes","Good",8.998349,7.457258,0.540833,14.375386,709,5283,5992
"2012-11-10","fall",1,"November","No","Saturday","No","Good",10.290849,9.999842,0.645417,3.8756686,2090,4446,6536
"2012-11-11","fall",1,"November","No","Sunday","No","Good",11.779151,11.833058,0.659167,8.5425,2290,4562,6852
"2012-11-12","fall",1,"November","Yes","Monday","No","Good",14.795,15.375278,0.741667,11.625639,1097,5172,6269
"2012-11-13","fall",1,"November","No","Tuesday","Yes","Moderate",8.136651,5.33285,0.662917,22.917082,327,3767,4094
"2012-11-14","fall",1,"November","No","Wednesday","Yes","Good",5.590849,2.583158,0.552083,13.374875,373,5122,5495
"2012-11-15","fall",1,"November","No","Thursday","Yes","Moderate",7.118349,5.416472,0.620417,10.250129,320,5125,5445
"2012-11-16","fall",1,"November","No","Friday","Yes","Good",8.215,6.915464,0.524583,11.458675,484,5214,5698
"2012-11-17","fall",1,"November","No","Saturday","No","Good",7.275,5.541278,0.545417,12.041843,1313,4316,5629
"2012-11-18","fall",1,"November","No","Sunday","No","Good",8.0975,6.291236,0.692917,15.250004,922,3747,4669
"2012-11-19","fall",1,"November","No","Monday","Yes","Moderate",9.899151,8.790986,0.623333,15.749489,449,5050,5499
"2012-11-20","fall",1,"November","No","Tuesday","Yes","Moderate",9.585849,9.124022,0.685,5.542575,534,5100,5634
"2012-11-21","fall",1,"November","No","Wednesday","Yes","Good",8.606651,8.082872,0.61375,6.917482,615,4531,5146
"2012-11-22","fall",1,"November","Yes","Thursday","No","Good",7.98,7.124486,0.580417,3.5423436,955,1470,2425
"2012-11-23","fall",1,"November","No","Friday","Yes","Good",9.311651,8.999414,0.56875,9.917407,1603,2307,3910
"2012-11-24","fall",1,"November","No","Saturday","No","Good",5.081651,0.416971999999998,0.404583,25.250357,532,1745,2277
"2012-11-25","fall",1,"November","No","Sunday","No","Good",3.554151,1.000478,0.468333,10.0835,309,2115,2424
"2012-11-26","fall",1,"November","No","Monday","Yes","Good",6.726651,6.374264,0.535417,3.12555,337,4750,5087
"2012-11-27","fall",1,"November","No","Tuesday","Yes","Moderate",5.708349,2.582828,0.786667,15.916654,123,3836,3959
"2012-11-28","fall",1,"November","No","Wednesday","Yes","Good",5.943349,3.124292,0.50625,14.125007,198,5062,5260
"2012-11-29","fall",1,"November","No","Thursday","Yes","Good",5.20089,3.695852,0.555652,7.739974,243,5080,5323
"2012-11-30","fall",1,"November","No","Friday","Yes","Good",6.021651,5.375222,0.649583,3.9175436,362,5306,5668
"2012-12-01","fall",1,"December","No","Saturday","No","Moderate",6.021651,4.915664,0.806667,4.0001814,951,4240,5191
"2012-12-02","fall",1,"December","No","Sunday","No","Moderate",8.3325,7.707728,0.823333,8.333393,892,3757,4649
"2012-12-03","fall",1,"December","No","Monday","Yes","Good",13.2675,14.082536,0.7675,5.5422936,555,5679,6234
"2012-12-04","fall",1,"December","No","Tuesday","Yes","Good",14.364151,14.957564,0.73375,11.666643,551,6055,6606
"2012-12-05","fall",1,"December","No","Wednesday","Yes","Good",12.601651,12.248792,0.485,21.709407,331,5398,5729
"2012-12-06","fall",1,"December","No","Thursday","Yes","Good",4.024151,1.041464,0.50875,11.708518,340,5035,5375
"2012-12-07","fall",1,"December","No","Friday","Yes","Moderate",7.079151,5.249228,0.764167,8.7502,349,4659,5008
"2012-12-08","fall",1,"December","No","Saturday","No","Moderate",9.938349,9.707528,0.91125,6.792393,1153,4429,5582
"2012-12-09","fall",1,"December","No","Sunday","No","Moderate",10.055849,9.749636,0.905417,10.584325,441,2787,3228
"2012-12-10","fall",1,"December","No","Monday","Yes","Moderate",12.484151,12.74795,0.925,12.750636,329,4841,5170
"2012-12-11","fall",1,"December","No","Tuesday","Yes","Moderate",8.606651,6.331958,0.596667,19.834479,282,5219,5501
"2012-12-12","fall",1,"December","No","Wednesday","Yes","Moderate",5.9825,3.624308,0.538333,10.916779,310,5009,5319
"2012-12-13","fall",1,"December","No","Thursday","Yes","Good",5.904151,3.416408,0.485833,11.666643,425,5107,5532
